sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
CGPLLU347P,EGAN00003220865,SAMEA9240753,EGAR00002846890,EGAX00002472375,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU348P,EGAN00003221142,SAMEA9241030,EGAR00002846891,EGAX00002472376,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU349P,EGAN00003221033,SAMEA9240921,EGAR00002846892,EGAX00002472377,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU350P,EGAN00003220465,SAMEA9240362,EGAR00002846893,EGAX00002472378,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU351P,EGAN00003220761,SAMEA9240649,EGAR00002846894,EGAX00002472379,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU352P,EGAN00003221016,SAMEA9240904,EGAR00002846895,EGAX00002472380,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU353P,EGAN00003221027,SAMEA9240915,EGAR00002846896,EGAX00002472381,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU354P,EGAN00003221044,SAMEA9240932,EGAR00002846897,EGAX00002472382,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU355P,EGAN00003221144,SAMEA9241032,EGAR00002846898,EGAX00002472383,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU356P,EGAN00003220626,SAMEA9240514,EGAR00002846899,EGAX00002472384,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU357P,EGAN00003220463,SAMEA9240360,EGAR00002846900,EGAX00002472385,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU358P,EGAN00003221069,SAMEA9240957,EGAR00002846901,EGAX00002472386,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU359P,EGAN00003220887,SAMEA9240775,EGAR00002846902,EGAX00002472387,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU360P,EGAN00003220884,SAMEA9240772,EGAR00002846903,EGAX00002472388,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU361P,EGAN00003220767,SAMEA9240655,EGAR00002846904,EGAX00002472389,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU362P,EGAN00003220641,SAMEA9240529,EGAR00002846905,EGAX00002472390,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU363P,EGAN00003220446,SAMEA9240340,EGAR00002846906,EGAX00002472391,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU364P,EGAN00003221024,SAMEA9240912,EGAR00002846907,EGAX00002472392,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU365P,EGAN00003220449,SAMEA9240343,EGAR00002846908,EGAX00002472393,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU366P,EGAN00003221125,SAMEA9241013,EGAR00002846909,EGAX00002472394,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU367P,EGAN00003220325,SAMEA9240212,EGAR00002846910,EGAX00002472395,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU368P,EGAN00003220708,SAMEA9240596,EGAR00002846911,EGAX00002472396,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU369P,EGAN00003220694,SAMEA9240582,EGAR00002846912,EGAX00002472397,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU370P,EGAN00003220829,SAMEA9240717,EGAR00002846913,EGAX00002472398,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU371P,EGAN00003220499,SAMEA9240386,EGAR00002846914,EGAX00002472399,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU372P,EGAN00003220404,SAMEA9240293,EGAR00002846915,EGAX00002472400,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU373P,EGAN00003220632,SAMEA9240520,EGAR00002846916,EGAX00002472401,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU374P,EGAN00003220467,SAMEA9240364,EGAR00002846917,EGAX00002472402,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU375P,EGAN00003220643,SAMEA9240531,EGAR00002846918,EGAX00002472403,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU376P,EGAN00003221126,SAMEA9241014,EGAR00002846919,EGAX00002472404,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU377P,EGAN00003220782,SAMEA9240670,EGAR00002846920,EGAX00002472405,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU378P,EGAN00003220639,SAMEA9240527,EGAR00002846921,EGAX00002472406,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU379P,EGAN00003220765,SAMEA9240653,EGAR00002846922,EGAX00002472407,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU380P,EGAN00003220402,SAMEA9240291,EGAR00002846923,EGAX00002472408,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU381P,EGAN00003220526,SAMEA9240413,EGAR00002846924,EGAX00002472409,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU382P,EGAN00003221052,SAMEA9240940,EGAR00002846925,EGAX00002472410,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU383P,EGAN00003220619,SAMEA9240507,EGAR00002846926,EGAX00002472411,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU384P,EGAN00003220617,SAMEA9240505,EGAR00002846927,EGAX00002472412,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU385P,EGAN00003220698,SAMEA9240586,EGAR00002846928,EGAX00002472413,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU386P,EGAN00003221087,SAMEA9240975,EGAR00002846929,EGAX00002472414,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU387P,EGAN00003220770,SAMEA9240658,EGAR00002846930,EGAX00002472415,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU388P,EGAN00003220530,SAMEA9240417,EGAR00002846931,EGAX00002472416,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU389P,EGAN00003221072,SAMEA9240960,EGAR00002846932,EGAX00002472417,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU390P,EGAN00003220533,SAMEA9240421,EGAR00002846933,EGAX00002472418,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU391P,EGAN00003220396,SAMEA9240283,EGAR00002846934,EGAX00002472419,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU392P,EGAN00003220525,SAMEA9240412,EGAR00002846935,EGAX00002472420,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU393P,EGAN00003220403,SAMEA9240292,EGAR00002846936,EGAX00002472421,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU395P,EGAN00003220302,SAMEA9240189,EGAR00002846937,EGAX00002472422,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU396P,EGAN00003220892,SAMEA9240780,EGAR00002846938,EGAX00002472423,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU397P,EGAN00003220750,SAMEA9240638,EGAR00002846939,EGAX00002472424,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU398P,EGAN00003220747,SAMEA9240635,EGAR00002846940,EGAX00002472425,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU399P,EGAN00003220827,SAMEA9240715,EGAR00002846941,EGAX00002472426,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU3P,EGAN00003220951,SAMEA9240839,EGAR00002846942,EGAX00002472427,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU400P,EGAN00003220745,SAMEA9240633,EGAR00002846943,EGAX00002472428,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU401P,EGAN00003221050,SAMEA9240938,EGAR00002846944,EGAX00002472429,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU402P,EGAN00003221065,SAMEA9240953,EGAR00002846945,EGAX00002472430,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU403P,EGAN00003220741,SAMEA9240629,EGAR00002846946,EGAX00002472431,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU404P,EGAN00003220731,SAMEA9240619,EGAR00002846947,EGAX00002472432,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU405P,EGAN00003220624,SAMEA9240512,EGAR00002846948,EGAX00002472433,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU406P,EGAN00003220986,SAMEA9240874,EGAR00002846949,EGAX00002472434,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU407P,EGAN00003221017,SAMEA9240905,EGAR00002846950,EGAX00002472435,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU408P,EGAN00003220323,SAMEA9240210,EGAR00002846951,EGAX00002472436,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU409P,EGAN00003220322,SAMEA9240209,EGAR00002846952,EGAX00002472437,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU410P,EGAN00003220635,SAMEA9240523,EGAR00002846953,EGAX00002472438,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU411P,EGAN00003220529,SAMEA9240416,EGAR00002846954,EGAX00002472439,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU412P,EGAN00003220320,SAMEA9240207,EGAR00002846955,EGAX00002472440,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU413P,EGAN00003220881,SAMEA9240769,EGAR00002846956,EGAX00002472441,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU414P,EGAN00003220318,SAMEA9240205,EGAR00002846957,EGAX00002472442,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU415P,EGAN00003220299,SAMEA9240186,EGAR00002846958,EGAX00002472443,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU416P,EGAN00003221025,SAMEA9240913,EGAR00002846959,EGAX00002472444,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU417P,EGAN00003220811,SAMEA9240699,EGAR00002846960,EGAX00002472445,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU418P,EGAN00003220303,SAMEA9240190,EGAR00002846961,EGAX00002472446,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU419P,EGAN00003221030,SAMEA9240918,EGAR00002846962,EGAX00002472447,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU420P,EGAN00003220311,SAMEA9240198,EGAR00002846963,EGAX00002472448,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU421P,EGAN00003220981,SAMEA9240869,EGAR00002846964,EGAX00002472449,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU422P,EGAN00003220319,SAMEA9240206,EGAR00002846965,EGAX00002472450,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU423P,EGAN00003220307,SAMEA9240194,EGAR00002846966,EGAX00002472451,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU424P,EGAN00003220305,SAMEA9240192,EGAR00002846967,EGAX00002472452,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU425P,EGAN00003221084,SAMEA9240972,EGAR00002846968,EGAX00002472453,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU426P,EGAN00003220316,SAMEA9240204,EGAR00002846969,EGAX00002472454,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU427P,EGAN00003220500,SAMEA9240387,EGAR00002846970,EGAX00002472455,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU428P,EGAN00003220508,SAMEA9240395,EGAR00002846971,EGAX00002472456,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU429P,EGAN00003220314,SAMEA9240201,EGAR00002846972,EGAX00002472457,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU430P,EGAN00003220313,SAMEA9240200,EGAR00002846973,EGAX00002472458,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU431P,EGAN00003220863,SAMEA9240751,EGAR00002846974,EGAX00002472459,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU432P,EGAN00003220389,SAMEA9240276,EGAR00002846975,EGAX00002472460,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU433P,EGAN00003220531,SAMEA9240419,EGAR00002846976,EGAX00002472461,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU434P,EGAN00003220815,SAMEA9240703,EGAR00002846977,EGAX00002472462,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU435P,EGAN00003220326,SAMEA9240213,EGAR00002846978,EGAX00002472463,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU436P,EGAN00003220699,SAMEA9240587,EGAR00002846979,EGAX00002472464,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU437P,EGAN00003221019,SAMEA9240907,EGAR00002846980,EGAX00002472465,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU438P,EGAN00003220794,SAMEA9240682,EGAR00002846981,EGAX00002472466,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU439P,EGAN00003221018,SAMEA9240906,EGAR00002846982,EGAX00002472467,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU440P,EGAN00003221013,SAMEA9240901,EGAR00002846983,EGAX00002472468,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU441P,EGAN00003221003,SAMEA9240890,EGAR00002846984,EGAX00002472469,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU442P,EGAN00003220802,SAMEA9240690,EGAR00002846985,EGAX00002472470,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU443P,EGAN00003221004,SAMEA9240892,EGAR00002846986,EGAX00002472471,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU444P,EGAN00003220478,SAMEA9240377,EGAR00002846987,EGAX00002472472,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU445P,EGAN00003221020,SAMEA9240908,EGAR00002846988,EGAX00002472473,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU446P,EGAN00003221051,SAMEA9240939,EGAR00002846989,EGAX00002472474,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU447P,EGAN00003221014,SAMEA9240902,EGAR00002846990,EGAX00002472475,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU448P,EGAN00003220476,SAMEA9240375,EGAR00002846991,EGAX00002472476,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU449P,EGAN00003221012,SAMEA9240900,EGAR00002846992,EGAX00002472477,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU450P,EGAN00003220457,SAMEA9240353,EGAR00002846993,EGAX00002472478,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU451P,EGAN00003220926,SAMEA9240814,EGAR00002846994,EGAX00002472479,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU452P,EGAN00003221015,SAMEA9240903,EGAR00002846995,EGAX00002472480,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU453P,EGAN00003220691,SAMEA9240579,EGAR00002846996,EGAX00002472481,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU454P,EGAN00003220971,SAMEA9240859,EGAR00002846997,EGAX00002472482,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU455P,EGAN00003220693,SAMEA9240581,EGAR00002846998,EGAX00002472483,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU456P,EGAN00003220997,SAMEA9240885,EGAR00002846999,EGAX00002472484,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU457P,EGAN00003220995,SAMEA9240883,EGAR00002847000,EGAX00002472485,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU458P,EGAN00003221000,SAMEA9240888,EGAR00002847001,EGAX00002472486,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU459P,EGAN00003220755,SAMEA9240643,EGAR00002847002,EGAX00002472487,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU460P,EGAN00003220557,SAMEA9240445,EGAR00002847003,EGAX00002472488,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU461P,EGAN00003220879,SAMEA9240767,EGAR00002847004,EGAX00002472489,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU462P,EGAN00003220620,SAMEA9240508,EGAR00002847005,EGAX00002472490,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU463P,EGAN00003220667,SAMEA9240555,EGAR00002847006,EGAX00002472491,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU464P,EGAN00003220629,SAMEA9240517,EGAR00002847007,EGAX00002472492,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU465P,EGAN00003220647,SAMEA9240535,EGAR00002847008,EGAX00002472493,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU466P,EGAN00003220333,SAMEA9240220,EGAR00002847009,EGAX00002472494,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU467P,EGAN00003220327,SAMEA9240214,EGAR00002847010,EGAX00002472495,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU468P,EGAN00003221026,SAMEA9240914,EGAR00002847011,EGAX00002472496,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU469P,EGAN00003221140,SAMEA9241028,EGAR00002847012,EGAX00002472497,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU470P,EGAN00003220469,SAMEA9240366,EGAR00002847013,EGAX00002472498,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU471P,EGAN00003220828,SAMEA9240716,EGAR00002847014,EGAX00002472499,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU472P,EGAN00003220846,SAMEA9240734,EGAR00002847015,EGAX00002472500,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU473P,EGAN00003221145,SAMEA9241033,EGAR00002847016,EGAX00002472501,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU474P,EGAN00003221023,SAMEA9240911,EGAR00002847017,EGAX00002472502,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU475P,EGAN00003220438,SAMEA9240332,EGAR00002847018,EGAX00002472503,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU476P,EGAN00003220387,SAMEA9240274,EGAR00002847019,EGAX00002472504,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU477P,EGAN00003221061,SAMEA9240949,EGAR00002847020,EGAX00002472505,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU478P,EGAN00003220369,SAMEA9240256,EGAR00002847021,EGAX00002472506,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU479P,EGAN00003221149,SAMEA9241037,EGAR00002847022,EGAX00002472507,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU480P,EGAN00003220372,SAMEA9240259,EGAR00002847023,EGAX00002472508,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU481P,EGAN00003220329,SAMEA9240216,EGAR00002847024,EGAX00002472509,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU482P,EGAN00003220924,SAMEA9240812,EGAR00002847025,EGAX00002472510,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU483P,EGAN00003220930,SAMEA9240818,EGAR00002847026,EGAX00002472511,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU484P,EGAN00003220928,SAMEA9240816,EGAR00002847027,EGAX00002472512,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU485P,EGAN00003220921,SAMEA9240809,EGAR00002847028,EGAX00002472513,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU486P,EGAN00003220338,SAMEA9240225,EGAR00002847029,EGAX00002472514,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU487P,EGAN00003220920,SAMEA9240808,EGAR00002847030,EGAX00002472515,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU488P,EGAN00003220923,SAMEA9240811,EGAR00002847031,EGAX00002472516,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU489P,EGAN00003221075,SAMEA9240963,EGAR00002847032,EGAX00002472517,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU490P,EGAN00003220734,SAMEA9240622,EGAR00002847033,EGAX00002472518,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU491P,EGAN00003220607,SAMEA9240495,EGAR00002847034,EGAX00002472519,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU492P,EGAN00003221129,SAMEA9241016,EGAR00002847035,EGAX00002472520,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU493P,EGAN00003220490,SAMEA9240846,EGAR00002847036,EGAX00002472521,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU494P,EGAN00003220627,SAMEA9240515,EGAR00002847037,EGAX00002472522,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU495P,EGAN00003220315,SAMEA9240202,EGAR00002847038,EGAX00002472523,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU496P,EGAN00003220637,SAMEA9240525,EGAR00002847039,EGAX00002472524,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU497P,EGAN00003221031,SAMEA9240919,EGAR00002847040,EGAX00002472525,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU498P,EGAN00003220540,SAMEA9240428,EGAR00002847041,EGAX00002472526,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU499P,EGAN00003220391,SAMEA9240278,EGAR00002847042,EGAX00002472527,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU4P,EGAN00003220950,SAMEA9240838,EGAR00002847043,EGAX00002472528,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU500P,EGAN00003220665,SAMEA9240554,EGAR00002847044,EGAX00002472529,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU501P,EGAN00003220334,SAMEA9240221,EGAR00002847045,EGAX00002472530,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU502P,EGAN00003220711,SAMEA9240599,EGAR00002847046,EGAX00002472531,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU503P,EGAN00003220471,SAMEA9240369,EGAR00002847047,EGAX00002472532,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU504P,EGAN00003220705,SAMEA9240593,EGAR00002847048,EGAX00002472533,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU505P,EGAN00003220702,SAMEA9240590,EGAR00002847049,EGAX00002472534,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU506P,EGAN00003220700,SAMEA9240588,EGAR00002847050,EGAX00002472535,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU507P,EGAN00003220826,SAMEA9240714,EGAR00002847051,EGAX00002472536,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU508P,EGAN00003220784,SAMEA9240672,EGAR00002847052,EGAX00002472537,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU509P,EGAN00003220984,SAMEA9240872,EGAR00002847053,EGAX00002472538,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU510P,EGAN00003220697,SAMEA9240585,EGAR00002847054,EGAX00002472539,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU511P,EGAN00003220336,SAMEA9240223,EGAR00002847055,EGAX00002472540,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU512P,EGAN00003221028,SAMEA9240916,EGAR00002847056,EGAX00002472541,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU513P,EGAN00003220820,SAMEA9240708,EGAR00002847057,EGAX00002472542,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU514P,EGAN00003220451,SAMEA9240346,EGAR00002847058,EGAX00002472543,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU515P,EGAN00003220544,SAMEA9240432,EGAR00002847059,EGAX00002472544,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU516P,EGAN00003220549,SAMEA9240437,EGAR00002847060,EGAX00002472545,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU517P,EGAN00003220786,SAMEA9240674,EGAR00002847061,EGAX00002472546,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU518P,EGAN00003220548,SAMEA9240436,EGAR00002847062,EGAX00002472547,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU519P,EGAN00003220880,SAMEA9240768,EGAR00002847063,EGAX00002472548,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU520P,EGAN00003220301,SAMEA9240187,EGAR00002847064,EGAX00002472549,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU521P,EGAN00003221088,SAMEA9240976,EGAR00002847065,EGAX00002472550,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU522P,EGAN00003220791,SAMEA9240679,EGAR00002847066,EGAX00002472551,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU523P,EGAN00003221064,SAMEA9240952,EGAR00002847067,EGAX00002472552,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU524P,EGAN00003220539,SAMEA9240427,EGAR00002847068,EGAX00002472553,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU525P,EGAN00003220982,SAMEA9240870,EGAR00002847069,EGAX00002472554,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU526P,EGAN00003220547,SAMEA9240435,EGAR00002847070,EGAX00002472555,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU527P,EGAN00003220439,SAMEA9240333,EGAR00002847071,EGAX00002472556,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU528P,EGAN00003220871,SAMEA9240759,EGAR00002847072,EGAX00002472557,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU529P,EGAN00003220551,SAMEA9240439,EGAR00002847073,EGAX00002472558,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU530P,EGAN00003220486,SAMEA9240842,EGAR00002847074,EGAX00002472559,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU531P,EGAN00003220550,SAMEA9240438,EGAR00002847075,EGAX00002472560,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU532P,EGAN00003220622,SAMEA9240510,EGAR00002847076,EGAX00002472561,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU533P,EGAN00003220339,SAMEA9240226,EGAR00002847077,EGAX00002472562,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU534P,EGAN00003220405,SAMEA9240295,EGAR00002847078,EGAX00002472563,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU535P,EGAN00003220443,SAMEA9240337,EGAR00002847079,EGAX00002472564,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU536P,EGAN00003220648,SAMEA9240536,EGAR00002847080,EGAX00002472565,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU537P,EGAN00003221009,SAMEA9240897,EGAR00002847081,EGAX00002472566,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU538P,EGAN00003220555,SAMEA9240443,EGAR00002847082,EGAX00002472567,EGAS00001005340,ENA-CHECKLIST=ERC000026
